,id,prolificID,jspsychID,time_elapse,stim1,stim2,Q0,Q1,Q2,Q3,Q0_rt,Q1_rt,Q2_rt,Q3_rt,anim_check,tower_check,agent_check,sub_feedback1,sub_feedback2,subject_id,date,completion,compelete_time,condition,num_movesQ0,QQ0,num_movesQ1,QQ1,num_movesQ2,QQ2,num_movesQ3,QQ3
131,160,5f1f899fbfbf3a1a7a81803f,ght9ewqlzkkbo6c,63783.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[100],"[0, 51]",[100],[100],[13184],"[17027.599999964237, 20155.599999964237]",[26035.099999964237],[27172.399999976158],1,1,1,I looked at how the video showed pink and green's action and I thought about how the events would have played diffrently,nothing was confusing,151,2021-12-13 15:56:09.040887,1,,animate_moral,1,100,2,51,1,100,1,100
132,161,559b8c79fdf99b5ae13fd3d1,yzf4w5dfc2x1x3p,82909.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[100],[3],[56],[69],[16531.100000023842],[28791.69999998808],[35013.40000003576],[38210.30000001192],1,1,1,I just watched it carefully,no,162,2021-12-13 15:57:37.289718,1,,animate_moral,1,100,1,3,1,56,1,69
133,162,5cc747f20e1199001a73462e,ov5phg49pow41jv,80587.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[57, 63]",[42],[87],[63],"[38157.10000000149, 56364.60000000149]",[44557],[49189.20000000298],[54773.10000000149],1,1,1,"The sequence of events, how the impact would have changed if one of these events had altered",I found it unusual and could not guess the research subject,165,2021-12-13 15:57:54.906353,1,,animate_moral,2,63,1,42,1,87,1,63
134,163,5f070ac2186c1705faf4a767,us13glwu9da5032,32344.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[9],[8],[86],[68],[14956.799999952316],[16287.400000095367],[18325.10000014305],[19530.200000047684],1,1,1,by judging the movement of the balls,no technical difficulties,156,2021-12-13 15:57:03.708048,1,,animate_moral,1,9,1,8,1,86,1,68
135,164,5effca0389eb590c6eed8d4d,cc2r9rtb1r87nd9,34034.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[16],[0],[100],[63],[14802.600000000093],[18438.700000000186],[21355.80000000028],[23442.80000000028],1,1,1,"I considered the velocity and speed of the green ball prior to the interference of the pink ball, and envisioned scenarios in my head both with and without the pink ball.",no,157,2021-12-13 15:57:03.965994,1,,animate_moral,1,16,1,0,1,100,1,63
136,165,6150ea24533ea8f02c003739,pqzcbpsf5348xef,52532.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[100],[0],[100],[100],[18390.59999999404],[20606.5],[23118.29999999702],[28204.20000000298],1,1,1,,,159,2021-12-13 15:57:11.569456,1,,animate_moral,1,100,1,0,1,100,1,100
137,166,5f9aecbce8bb2a105514c476,t9ko7oabwe9j5gc,58614.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[83],"[33, 66]",[89],"[68, 58, 41]",[17316],"[22616, 28117.000000000007]",[29586],"[32274, 32743, 33585]",1,1,1,The other possibilities,,170,2021-12-13 15:58:35.253985,1,,animate_moral,1,83,2,66,1,89,3,41
138,167,6100b28a6b2ffe6196bf5a1d,f8p70qrv1oxq58g,41224.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[85],[17],[90],[91],[12810.199999999953],[21358.5],[23942.5],[26757],1,1,1,Lookign closely and rewatching the videos,,152,2021-12-13 15:56:42.686869,1,,animate_moral,1,85,1,17,1,90,1,91
139,168,61074ae39758fafd7c8bc047,hpb9k44b70emlv2,59752.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[95, 92]",[19],[68],[94],"[17377, 27409]",[29966],[33202.00000000001],[36093],1,1,1,I made my decision based on how pink sped up when it got closer to green to push green into the town,"I found it confusing that the pink ball wasn't really doing any ""protecting"" - I think that word was misleading",171,2021-12-13 15:58:35.592561,1,,animate_moral,2,92,1,19,1,68,1,94
140,170,5e6d704c69f931345b45cecb,8euybrt8zs8xbjk,51235.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[0],[100],[100],[100],[26060.900000035763],[29514.400000035763],[33182.10000002384],[36458.30000001192],1,1,1,whether or not the balls did their respective jobs,no,173,2021-12-13 15:58:47.733093,1,,animate_moral,1,0,1,100,1,100,1,100
141,171,5de3fad11fd581402cebf1b8,wgvwrewsxmcxclf,84222.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[0],[0],[100],[0],[36187],[42717],[51957],[55484],1,1,1,,,168,2021-12-13 15:58:21.058574,1,,animate_moral,1,0,1,0,1,100,1,0
142,172,61016aee5c4aa0a0e9470079,pl9frb12ga84p1t,68437.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[0],[100],[76],[95],[27689.700000047684],[30987.5],[34573.60000002384],[37654.200000047684],1,1,1,reading the instructions and observing carefully,no it was good,172,2021-12-13 15:58:37.690772,1,,animate_moral,1,0,1,100,1,76,1,95
143,173,5e4daf90ec361d0b2c62fe1f,767mqf8zd7y38fc,119938.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[77, 81]","[50, 80, 0, 12]",[100],[83],"[27871.100000023842, 49446]","[37308.5, 53330.699999928474, 60916.10000002384, 79406.19999992847]",[81872.69999992847],[88042],1,1,1,I considered the speed Green was travelling at and whether that would cause the tower to collapse if Pink hadn't had it.,I found the task slightly strange because I'm not sure what it was trying to achieve,164,2021-12-13 15:57:45.522285,1,,animate_moral,2,81,4,12,1,100,1,83
144,175,60bddcd773995fd294521e32,j63j2y3le5ygnc1,57074.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[70],"[100, 80]",[100],[100],[17687],"[24559, 26824]",[28620],[31310],1,1,1,I considered how well pink did it's job. It's defensive posturing or lack of.,No difficulties,176,2021-12-13 15:59:07.105434,1,,animate_moral,1,70,2,80,1,100,1,100
145,176,5fe874078ac1826e00c70e6a,pmodvus3yndkwx3,63144.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[93, 74, 74, 88]",[30],[98],[93],"[15748.999999999996, 17566.999999999996, 26730.999999999996, 28076.999999999996]",[30970.999999999996],[34471],[36987],1,1,1,evidence from the video,all went well,181,2021-12-13 15:59:25.667463,1,,animate_moral,4,88,1,30,1,98,1,93
146,177,5c16c04cd0194b0001e693f0,g5f4p4q0hg3duzh,129460.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[43],"[55, 42, 67, 67]","[81, 81]","[100, 100, 74, 100]",[69091],"[50265, 66948.00000000001, 81026, 91689.00000000001]","[58266, 93140]","[94480, 94896, 96778, 98062]",1,1,1,I considered what was happening on screen and whether the tower was adequately protected or not.,,169,2021-12-13 15:58:22.095782,1,,animate_moral,1,43,4,67,2,81,4,100
147,178,5f48d42a7bb92a39760f70b2,zcktjeb04v5bgy7,65717.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[92, 85]",[44],[100],[100],"[16765.200000047684, 23819.200000047684]",[22315.400000095367],[28435.299999952316],[32219],1,1,1,I watched the movement of the pink ball and decided that it tried to sabotage the green one.,,183,2021-12-13 15:59:33.595261,1,,animate_moral,2,85,1,44,1,100,1,100
148,179,5ca9e89dcb4af3001440da22,snlkhlf85t1zd3h,46123.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[0],[100],[96],[74],[19608.5],[22613.900000035763],[26452.30000001192],[30408.100000023842],1,1,1,I saw that the green ball struck the tower first.,I had no difficulty,191,2021-12-13 16:00:02.987567,1,,animate_moral,1,0,1,100,1,96,1,74
149,180,611cdb1f61cd8dc4c5b62318,pu41l7csr07rovx,87634.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[0],[99],"[50, 6]","[2, 2]",[18097.899999976158],[23559.399999976158],"[42196.700000047684, 49639.799999952316]","[33579.700000047684, 36862.39999997616]",1,1,1,what I saw,all good,179,2021-12-13 15:59:10.570833,1,,animate_moral,1,0,1,99,2,6,2,2
150,181,601b0bb701bf1846530f08e9,5h67yqj53leexpy,130224.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[81],"[50, 45, 4, 37, 10, 97]",[6],[100],[54930],"[22826.000000000007, 51276, 65954, 72848, 73861, 92347]",[95052],[99865],1,1,1,The speed and direction of pink,,174,2021-12-13 15:58:51.437557,1,,animate_moral,1,81,6,97,1,6,1,100
151,182,5d97a5de382fc80015774071,c2dgndqqzw4nd0a,116062.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[36],[0],[62],[63],[22803.800000190735],[27538.400000095367],[32965.200000047684],[42922.5],1,1,1,where pink was,,178,2021-12-13 15:59:09.752771,1,,animate_moral,1,36,1,0,1,62,1,63
152,183,5f2d2e2dd8690b020bd50292,hwzjpyvaoahx1dr,90478.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[14],"[0, 16]",[16],[60],[20232],"[39583.89999999851, 57293.70000000298]",[44243.79999999702],[50943.70000000298],1,1,1,,,187,2021-12-13 15:59:47.488651,1,,animate_moral,1,14,2,16,1,16,1,60
153,184,60ce49df1fc9e7d48f153c88,9qfm4mntnhmhsjd,87813.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[3],[4],[95],"[92, 99]",[58248],[62667],[66560],"[69866.00000000001, 72688]",1,1,1,Angle of the ball and direction It was travelling ,No,188,2021-12-13 15:59:50.388369,1,,animate_moral,1,3,1,4,1,95,2,99
154,185,5b697ffb3653d200018b31dc,u82tpkwzyn7eaqz,131979.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[46, 17]","[24, 16]",[18],[19],"[78946, 81183.00000000001]","[90219.00000000001, 90875]",[97447],[103336.00000000001],1,1,1,Study of the path the balls took,No,180,2021-12-13 15:59:15.436395,1,,animate_moral,2,17,2,16,1,18,1,19
155,186,5f392fae9168cc472f0468f6,yzd7dzphvv2kfz3,106950.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[4],[5],[100],[70],[28356.200000001118],[39388.09999999963],[46300.59999999963],[50396.09999999963],1,1,1,I considered the relative positions of the balls. I considered the trajectory followed by each ball.,,190,2021-12-13 15:59:55.228403,1,,animate_moral,1,4,1,5,1,100,1,70
156,187,6110d2e3247a4ddc7c440cc5,bnrzet2rhm2rahr,82352.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[0],[100],"[91, 100]",[71],[17671.200000047684],[23300],"[42050.800000071526, 42845.39999997616]",[48264.300000071526],1,1,1,"I made my judgements based on the actions of the green and pink ball. I mainly observed pink, however, I also took greens movement into consideration.",I experienced no technical difficulties and everything ran smoothly. I found the videos to be strange but the questions were not confusing. ,192,2021-12-13 16:00:22.147267,1,,animate_moral,1,0,1,100,2,100,1,71
157,188,5cdbd587763dd00019702450,mc96a6h5x47ngpd,136718.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[0],[100],[74],[19],[44863.5],[49487.30000001192],[56400.20000001788],[63575.40000000596],1,1,1,I based it on what I thought would happen based on the behaviour I had seen.,,182,2021-12-13 15:59:31.376513,1,,animate_moral,1,0,1,100,1,74,1,19
158,189,5bc23fc683f9420001010af8,t32jbye57ux81ox,54129.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[87],[5],[100],"[50, 91]",[25662],[30952.199999999953],[33601.40000000002],"[37246.40000000002, 38230.19999999995]",1,1,1,the description of the video (i.e. pink protecting) + what happened in the video - namely velocity of the balls,,194,2021-12-13 16:00:57.404472,1,,animate_moral,1,87,1,5,1,100,2,91
159,190,60ed501279c68ea1a313d0aa,xpnoyohvyyjqzq7,75526.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[74],[20],[71],[63],[42233.09999999404],[49958.39999999106],[56473.29999999702],[62111.89999999106],1,1,1,"I took into consideration that  green was protecting the tower but because he was travelling fast in the second video and basically pushed pink into the tower, it was ultimately his fault that it collapsed. ",No tech difficulties. Thought the task was pretty straightforward,166,2021-12-13 15:57:58.606705,1,,animate_moral,1,74,1,20,1,71,1,63
160,192,5c4fe78f8ac59200014cf239,caz256s47xmja67,144612.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[52],[57],[49],[56],[51711.69999998808],[65663.69999998808],[74008.59999996424],[88038.80000001192],1,1,1,I thought it was possible that green might have stopped but pink crashed into it.,All fine thanks.,185,2021-12-13 15:59:38.779802,1,,animate_moral,1,52,1,57,1,49,1,56
161,194,5f4969c55c200816843a15a8,yfnhglzqbglnglc,110323.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[66, 79]",[37],[94],[99],"[26663.20000000298, 27559.5]",[32771.90000000596],[36613.29999999702],[41176.59999999404],1,1,1,,,147,2021-12-13 15:55:35.519107,1,,animate_moral,2,79,1,37,1,94,1,99
162,195,5a9c75aaf05361000172078e,u3npg5eqalydard,172523.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[96],[26],[100],[84],[40640.87500000006],[50896.90000000008],[55704.73000000004],[62360.8250000001],1,1,1,looked to me like Green was slowing down and then pink came in fast and pushed green into the tower,slightly slow to load up,186,2021-12-13 15:59:39.560078,1,,animate_moral,1,96,1,26,1,100,1,84
163,196,5ea9104773b05237212085a2,fdkwk7fmkej6fzw,33507.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[100],[0],[100],[100],[13242.199999928474],[17585.399999976158],[19015.399999976158],[20936.5],1,1,1,"It was clear that pink bumped green into the tower, either by accident or intentionally. Either way Pink failed in its single task.",I don't think the balls were animate.,195,2021-12-13 16:01:06.867044,1,,animate_moral,1,100,1,0,1,100,1,100
164,197,57fe48c390de420001673796,zrmefd05cdvef3r,55000.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[17],[58],[57],[39],[22916.299999952316],[29444.199999928474],[33780.199999928474],[38276.299999952316],1,1,1,,,200,2021-12-13 16:01:51.183744,1,,animate_moral,1,17,1,58,1,57,1,39
165,198,5ee251b75a4f0e30bbc5a19f,qt4b7py1lb1ub6r,49244.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[26, 15]","[25, 17]",[32],[20],"[16922.80000001192, 35118.59999999404]","[21818.5, 34631.90000000596]",[28389.90000000596],[33248.09999999404],1,1,1,I took the colored ball out of the video in my head and imagined what would happen if they were not there.,"No, there were not any technical difficulties.",201,2021-12-13 16:01:59.761025,1,,animate_moral,2,15,2,17,1,32,1,20
166,199,60f020bdc86fdfb6ac029e7e,ndgmbq8x5bzk22a,94572.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[88],[0],[74],[84],[30090.30000001192],[38819.20000000298],[56298.70000000298],[62421.60000000894],1,1,1,the speed of the ball was the main factor for my judgement,"No, I didn't experience any technical difficulties.",196,2021-12-13 16:01:15.610091,1,,animate_moral,1,88,1,0,1,74,1,84
167,200,614e197b8b4b62d112f319f5,huh8lgq0x87vg8f,72138.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[72],[0],[100],[88],[27293.299999952316],[32349],[38229],[42793],1,1,1,I just watched them,No issues,199,2021-12-13 16:01:45.515264,1,,animate_moral,1,72,1,0,1,100,1,88
168,201,5c67a81eeffdaa0001d7865d,sq122e7d2k9ydnn,100804.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[91],[15],[100],[74],[40326.200000000186],[58702.299999999814],[65369.40000000037],[73012.09999999963],1,1,1,Reasoning,No,197,2021-12-13 16:01:21.106438,1,,animate_moral,1,91,1,15,1,100,1,74
169,202,5b40ff8b3d066d0001609b63,g6znkm3pmc27v2q,48299.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[57],[73],[98],[42],[17599],[20605],[26799],[33579],1,1,1,I took in the factor that pink was supposed to protect the tower and I looked atit that way.,I found the inanimate and animate question confusing and I got that wrong just because I was not sure what the question was asking on the first time. I did realize that you meant moving. ,175,2021-12-13 15:58:59.450957,1,,animate_moral,1,57,1,73,1,98,1,42
170,203,5c0522c69cfe460001799999,r8bnld4e68jh8gm,76438.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[5],[9],[74],[65],[29985],[33069],[36473.300000190735],[39325.09999990463],1,1,1,the movement of the balls,,160,2021-12-13 15:57:17.988167,1,,animate_moral,1,5,1,9,1,74,1,65
171,205,57e17bdc1334540001170aa0,uo9vzoa455t7zhh,245295.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[92],[6],"[69, 95, 100]",[96],[31679.09999999986],[56532.59999999986],"[65810.5, 74606, 76358.19999999995]",[80363.69999999995],1,1,1,"pink's actions made the towwer fall, maybe accidentally but as the guard of the tower pink should be more responsible at duty. Ipink shoved green directly at the tower",interesting study:),189,2021-12-13 15:59:50.941536,1,,animate_moral,1,92,1,6,3,100,1,96
172,206,5fc52108a3ede10f552866cb,wmzz2ub5goac9bj,65254.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[0, 19]",[0],"[82, 100]",[21],"[18498.199999999255, 40051.59999999963]",[23362.89999999944],"[26936.299999999814, 30239]",[36020.199999999255],1,1,1,The speed of green,none,205,2021-12-13 16:03:01.397469,1,,animate_moral,2,19,1,0,2,100,1,21
173,207,5ba64c756f8fe20001ef3410,my7yy07hsmtkjut,84701.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[100],[0],[100],[80],[25318.100000023842],[37172.10000002384],[43008],[60656.200000047684],1,1,1,Pink shoved green,Nothing to complain about,204,2021-12-13 16:02:56.065152,1,,animate_moral,1,100,1,0,1,100,1,80
174,209,5fba6c2d012e37a154345985,w5vlf1b90qpmo88,166093.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[91, 97]",[100],[100],[100],"[41672.90000000596, 45234.59999999404]",[50393.30000001192],[60455.5],[64925.80000001192],1,1,1,"the information given e.g. what pink was supposed to do and not to do. Also used some inference i.e. if pink was not moving too fast maybe green would have stopped in time. Also, ignored other factors that could have affected the tower e.g. wind or external forces","no, all good",198,2021-12-13 16:01:43.235654,1,,animate_moral,2,97,1,100,1,100,1,100
175,210,5c093dcf4209380001b43779,xr5hb96ueov0k6h,46410.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[0],[100],[62],[75],[20514],[23430],[26428],[32803],1,1,1,Watched what happened,No,203,2021-12-13 16:02:53.390923,1,,animate_moral,1,0,1,100,1,62,1,75
176,211,5f2c0173c2a0880139c1edae,qhnwhlas2cfbcqc,48177.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[100],[68],[99],[55],[14975.700000286102],[17941.700000286102],[20321.700000286102],[23426.400000095367],1,1,1,I based it on the fact that Pink was supposed to protect the tower,,212,2021-12-13 16:04:07.092064,1,,animate_moral,1,100,1,68,1,99,1,55
177,212,5f394ce53b053607008f4b74,v44rsk2xtumf67d,40757.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[100],[0],[87],[100],[13759.59999999404],[16486.90000000596],[18154.09999999404],[19238.30000001192],1,1,1,by watching the videos,,209,2021-12-13 16:03:54.726601,1,,animate_moral,1,100,1,0,1,87,1,100
178,215,5e360848a42bce5c5fce0b89,b0l5pnf0mabw10u,121539.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[76, 76]",[96],[99],[100],"[59160.30000001192, 60116.5]",[70520.20000000298],[75340.60000000894],[80274.80000001192],1,1,1,just by carefully observing without distraction,no problems at all,206,2021-12-13 16:03:17.083266,1,,animate_moral,2,76,1,96,1,99,1,100
179,216,5c319c5f10677f0001ddced8,5ehavj8zrlfvjja,82230.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[0],[100],[100],[100],[28576.5],[33016.90000009537],[38549.09999990463],[44184.700000047684],1,1,1,I considered what the balls were doing in the video and if their actions resulted in them doing their job.,I did not experience anything strange or confusing in this task.,211,2021-12-13 16:04:02.637744,1,,animate_moral,1,0,1,100,1,100,1,100
180,218,5bba3eecccb6f40001851cb3,jjpqur081devr2l,45976.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[0],[0],[0],[0],[13975.599999904633],[17273.300000190735],[19124.900000095367],[22501.300000190735],1,1,1,What impact pink had on the tower,None,154,2021-12-13 15:57:00.209112,1,,animate_moral,1,0,1,0,1,0,1,0
181,219,5e957b3740aaf48f56b24c7d,c962rl9lapgssn7,49469.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[50],[50],[79],[50],[24646.300000000745],[28190.200000001118],[32455.400000000373],[36166.300000000745],1,1,1,All the presented info,,210,2021-12-13 16:03:58.147072,1,,animate_moral,1,50,1,50,1,79,1,50
182,220,6101d54cda47e718ce0cca8a,2xmamp9vcsmy9kd,94877.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[14],[15],[80],[13],[31364.900000035763],[38102.80000001192],[45745],[49734.90000003576],1,1,1,position and speed,No all good,217,2021-12-13 16:05:29.673286,1,,animate_moral,1,14,1,15,1,80,1,13
183,221,5fb6bb7c19e6d00f86af4633,04de9we0lemson8,78872.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[100],[0],[100],[100],[30573.200000047684],[46092.60000014305],[57501.200000047684],[62976.799999952316],1,1,1,i made my judgement based on the video i saw,the task was strange,202,2021-12-13 16:02:42.431332,1,,animate_moral,1,100,1,0,1,100,1,100
184,222,601689ee246e5121a41fb230,t7xgqgokxh1ser3,98949.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[96],[99],[3],[11],[45947],[51913],[71266],[82195],1,1,1,I considered that who was supposed to maintain what position ,,214,2021-12-13 16:04:46.688285,1,,animate_moral,1,96,1,99,1,3,1,11
185,223,5db2d023d76f07000b00349a,vvs10vs1erd7jrs,54913.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[99],[47],[85],[97],[17395],[28251.300000000047],[31747.100000000093],[34736.10000000009],1,1,1,"who caused the tower to fall, who was in a position to avoid making the tower fall",,220,2021-12-13 16:07:03.858138,1,,animate_moral,1,99,1,47,1,85,1,97
186,224,5df2a404dcd3e31be99e21a1,ucbtjoamvt7sxhy,103091.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[21],[100],[65],[34],[27773.700000047684],[33204.5],[46102.200000047684],[62548.80000001192],1,1,1,the integrity of the tower,no,219,2021-12-13 16:06:39.368902,1,,animate_moral,1,21,1,100,1,65,1,34
187,225,60059c69e9950473fb485ec3,y91xgpf8wjy85xa,212267.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[100, 100]","[3, 0]",[100],[100],"[34102.29999998212, 41854.39999997616]","[63142.19999998808, 65618.5]",[76522.39999997616],[84034.09999999404],1,1,1,I considered the movements of the pink and green balls in the videos,I experienced no technical difficulties and the instructions were clear to understand.,213,2021-12-13 16:04:45.989709,1,,animate_moral,2,100,2,0,1,100,1,100
188,226,5c7c73feeaf40f0015c8f4be,9ofnth6w65ffufv,196483.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[4],[4],[70],[52],[42240],[61797.000000000015],[107205],[132666],1,1,1,"I was calling on Pink to protect Greens tower, but in the second video Pink collided with Green forcing Green through the tower","No technical difficulties, instructions were clear and the videos easy to watch and understand",216,2021-12-13 16:05:14.019160,1,,animate_moral,1,4,1,4,1,70,1,52
189,227,60670075662d19e13a79d7e9,oumt4kdb6xfm8pf,53370.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[0, 0]",[0],[66],[14],"[17646.5, 18073.899999976158]",[27096.399999976158],[30725.79999998212],[33474.5],1,1,1,Just by look at the balls,No,221,2021-12-13 16:07:54.847458,1,,animate_moral,2,0,1,0,1,66,1,14
190,228,5fea1afc539a389dc0cfc46a,70kxpl68uy0mxgz,101079.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[78, 63, 66]","[41, 35]",[88],[50],"[17303.900000035763, 26480, 26963.80000001192]","[30213.900000035763, 48801]",[59330.10000002384],[63599.5],1,1,1,I just watched the video,the ball was purple not pink lol. ,222,2021-12-13 16:08:40.725749,1,,animate_moral,3,66,2,35,1,88,1,50
191,230,61688a789b6c730911ab221a,326t9rcm3stw5v8,36210.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[65],[84],[100],[100],[15845.800000011921],[18307.30000001192],[21258.600000023842],[23542.5],1,1,1,pink hit green,,223,2021-12-13 16:11:27.513652,1,,animate_moral,1,65,1,84,1,100,1,100
192,231,5f4380bb7ca9ca5ca407fc04,g16s23xo7xkannp,57407.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[4],"[87, 97]",[95],[98],[29044.69999998808],"[32894.79999998212, 34266.69999998808]",[40555.40000000596],[43151.09999999404],1,1,1,,,225,2021-12-13 16:30:36.962482,1,,animate_moral,1,4,2,97,1,95,1,98
193,232,60656a924c99543d12555b86,tsdvxq3c0gwdn7g,190648.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,"[33, 33]",[32],"[72, 80]",[31],"[65164.5, 67798.90000000596]",[74694.70000000298],"[80868.20000000298, 81585.79999999702]",[88217.09999999404],1,1,1,I watched the videos severally in order to be sure of what was happening. I also paid a lot of attention to the instructions that were given.,"It was very confusing, I did not get how pink was meant to protect the tower",226,2021-12-13 16:31:37.023835,1,,animate_moral,2,33,1,32,2,80,1,31
194,233,5efcf3be07207311b09d14ab,enentp1s0gca3me,87317.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[42],[74],[72],[65],[40872.89999961853],[47391.800000190735],[51298.800000190735],[55588.300000190735],1,1,1,"distance to the tower, speed and direction they were travelling at",no,227,2021-12-13 16:45:34.648931,1,,animate_moral,1,42,1,74,1,72,1,65
195,234,610310f05510d2e94e1e5195,mspne61gygdjvem,64761.0,../static/stimuli/part1_anim.mp4,../static/stimuli/test_stim1.mp4,[0],[100],[100],[100],[25547.40000000596],[29320.100000023842],[32954.60000002384],[37275.90000000596],1,1,1,"Based on what the balls did, and what happened to the tower","There were two videos, and it was unclear whether there were questions about the first video or if there were only questions about the second video.",229,2021-12-13 17:03:53.584999,1,,animate_moral,1,0,1,100,1,100,1,100
196,235,610e4fb281cfbf0d43c41a17,glkhnbqkbo4xq9s,106459.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,"[3, 0]",[0],[60],"[68, 72]","[29006, 29966]",[33732.60000000056],[70155.29999999981],"[79567.79999999981, 80142]",1,1,0,,,230,2021-12-13 17:28:27.919812,1,,inanimate,2,0,1,0,1,60,2,72
197,236,60b9585537f22407ad740a00,j4e9ww307rqhqsl,151037.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim2.mp4,"[58, 61]",[33],[50],"[75, 63]","[58614.799999952316, 90764.70000004768]",[70518.20000004768],[80154],"[84238.70000004768, 96001.29999995232]",1,1,0,"Speed and direction of ball, likely weight / solidity of tower (hard to judge on evidence presented)","No technical issues, interesting task",231,2021-12-13 17:28:39.839057,1,,inanimate,2,61,1,33,1,50,2,63
