,id,prolificID,jspsychID,time_elapse,cause_agent,cause_patient,cause_agent_rt,cause_patient_rt,anim_check,tower_check,agent_check,sub_feedback1,sub_feedback2,subject_id,date,completion,compelete_time,exp_cond,num_moves_cause_agent,agent,num_moves_cause_patient,patient,animacy,norm_violation
179,187,5dc6a4036a24b54b39a1474c,2wvaq898bumvku0,51955.0,"[0, 28, 30]","[100, 77]","[18134.40000000596, 26981.59999999404, 27485.30000001192]","[19262.20000001788, 28741.59999999404]",1,1,0,Movement in video,,198,2021-11-29 12:09:27.718883,1,,"['inanimate', 'moral']",3,30,2,77,inanimate,moral
180,188,595faee2135b5e0001928af8,eplpnoh8z0h1sbg,70830.0,[43],"[61, 73]",[22004.400000035763],"[25543.200000047684, 29563.100000023842]",1,1,0,which ball actually hit the tower,no all fine,197,2021-11-29 12:09:11.887951,1,,"['inanimate', 'moral']",1,43,2,73,inanimate,moral
181,189,5e701e3f2030ef5f9a230a14,bb57v8s0t17zut9,40408.0,[0],[100],[18658.400000095367],[20841.799999952316],1,1,0,Watched the video and answered the question based on what I saw.,,199,2021-11-29 12:09:53.360762,1,,"['inanimate', 'moral']",1,0,1,100,inanimate,moral
182,190,5b66ce776f0d0400010d678d,2210vex2rbdvv9g,46404.0,[0],[100],[15232.5],[17163.900000095367],1,1,0,I made the judgement based on which ball actually collided with the tower,"I thought this task was very easy, I experienced no technical difficulties. ",202,2021-11-29 12:10:03.932048,1,,"['inanimate', 'moral']",1,0,1,100,inanimate,moral
183,191,5eb192fcbb01520b5cae89ee,bq6rbffcnmc6pba,42672.0,[84],[73],[17975.100000023842],[21173.899999976158],1,1,0,both balls were on a path to collide with the tower but the pink ball increased the speed of the green to cause the tower to fall.,none,203,2021-11-29 12:10:12.192486,1,,"['inanimate', 'moral']",1,84,1,73,inanimate,moral
184,192,5ecc0ae50cf6970c228a6bd6,ppuz4eer6rhsjjq,64584.0,"[79, 86]","[58, 67, 68, 67]","[21306.700000047684, 30006.5]","[27479.599999904633, 31871.599999904633, 34457.5, 36140.5]",1,1,0,I considered the original speed of the balls before collision with each other,No difficulties,201,2021-11-29 12:09:58.715712,1,,"['inanimate', 'moral']",2,86,4,67,inanimate,moral
185,193,5d4f37939e116b0001c1fd1f,9c40xr78xbxssk2,61371.0,[0],[100],[24128.599999964237],[27716.599999964237],1,1,0,,,200,2021-11-29 12:09:57.472396,1,,"['inanimate', 'moral']",1,0,1,100,inanimate,moral
186,194,5dd01213f83c9f102a98ce84,vc7lq9t6gcz5red,44968.0,[7],[98],[20437.09000002127],[28921.289999969304],1,1,0,which ball hit first,,206,2021-11-29 12:11:06.189582,1,,"['inanimate', 'moral']",1,7,1,98,inanimate,moral
187,195,5a1ef4706e1ea9000125017e,f45uprxphu3c778,44400.0,[3],[89],[17541.400000000373],[23501.400000000373],1,1,0,used my eyes to see the green ball hit the tower,,205,2021-11-29 12:11:06.054295,1,,"['inanimate', 'moral']",1,3,1,89,inanimate,moral
188,196,5c8d6017c6e10f0001b1417d,alb6wmntc98b0qn,60283.0,"[61, 88]","[56, 60, 64, 68]","[19552.899999976158, 22218]","[21252.79999998212, 27926.899999976158, 28905.79999998212, 30668.899999976158]",1,1,0,,,207,2021-11-29 12:11:10.486422,1,,"['inanimate', 'moral']",2,88,4,68,inanimate,moral
189,197,5b03bbe9331e8100018f63cf,0b2u7fgjbotqkeo,67893.0,[0],[100],[27103],[29858],1,1,0,the direction of travel of the green ball was going before the pink ball struck the green ball.,"interesting one, no problems",208,2021-11-29 12:11:14.738687,1,,"['inanimate', 'moral']",1,0,1,100,inanimate,moral
190,198,600c9846469bae3b54977f64,6jn5l7e0fk9wcca,61015.0,[21],"[80, 85]",[16412.19999998808],"[18920.399999976158, 19857.599999964237]",1,1,0,which ball hit the tower and which ball caused the events that led to hitting the tower,,209,2021-11-29 12:11:33.537202,1,,"['inanimate', 'moral']",1,21,2,85,inanimate,moral
191,199,5fa915e567510582b2104be1,u18tmlm6nhyv5jy,67065.0,[0],[0],[32386.199999928474],[37328.299999952316],1,1,0,Honestly I am not sure.,This whole task is confusing.,210,2021-11-29 12:11:38.275441,1,,"['inanimate', 'moral']",1,0,1,0,inanimate,moral
192,200,5dcaf14b6a24b57c7203565d,8faremhnw29l44k,75923.0,"[21, 20, 44]","[64, 52]","[18823, 20129, 38066]","[28300, 39482]",1,1,0,were they going to collide anyway,all good,212,2021-11-29 12:13:17.123897,1,,"['inanimate', 'moral']",3,44,2,52,inanimate,moral
193,201,5f7c3541f5e7bd01afb03c66,ohqjmoq63lq5wa9,208314.0,[0],[50],[84078.99999999999],[26827.999999999985],1,1,0,Which ball was first,No difficulties,211,2021-11-29 12:11:46.337285,1,,"['inanimate', 'moral']",1,0,1,50,inanimate,moral
194,202,5f58ca2cc4e37f05525ef997,6t8jh8ccu63bhqq,41639.0,[21],[87],[19405.5],[22805.5],1,1,0,"Green ball was going to hit the tower, pink ball just moved it faster",None,215,2021-11-29 12:17:56.814002,1,,"['inanimate', 'moral']",1,21,1,87,inanimate,moral
195,203,6132572d113873b90f0c378d,qaqphbggr9wyu4d,78372.0,"[56, 56, 59, 65]","[57, 65]","[28696.199999999255, 34114.09999999963, 35636.29999999888, 39355.79999999888]","[32606.099999999627, 37817.5]",1,1,0,the extra impetus provided by the pink ball,,214,2021-11-29 12:17:27.891255,1,,"['inanimate', 'moral']",4,65,2,65,inanimate,moral
196,204,5aeb628f5a2f4c0001a3b428,gzsow87d2shemmf,53655.0,[50],[60],[20978.39999999944],[26503.599999999627],1,1,0,Which ball was going in what direction first from what was presented,no difficulties,216,2021-11-29 12:36:36.788023,1,,"['inanimate', 'moral']",1,50,1,60,inanimate,moral
197,205,60b7a01b6e132a6ed8c92b8d,5em816jmak7o87u,79815.0,[100],[3],[24140.900000002235],[30749.20000000298],1,1,1,I considered the role of each ball,No,219,2021-11-29 12:49:12.104262,1,,"['animate', 'moral']",1,100,1,3,animate,moral
198,206,5a68c9f563394a000155cbe5,pm62w6tgrjrb19c,160283.0,[0],[84],[97996],[128471],1,1,1,I looked at the video,none,218,2021-11-29 12:48:58.730935,1,,"['animate', 'moral']",1,0,1,84,animate,moral
199,208,60fd43be7a0dec9d13806f6a,qk9kstaed6o7t70,96135.0,"[48, 55]","[68, 73]","[40605.59999990463, 65825.20000004768]","[59696.200000047684, 68164.90000009537]",1,1,1,"How fast green was going, the little jump from pink when green added to the tower suggested he was enjoying it and happy so when he bumped into green I took it as not really pinks fault ",Nope all good,220,2021-11-29 12:51:43.262808,1,,"['animate', 'moral']",2,55,2,73,animate,moral
200,209,60fccfe8530898dbd913d3c7,k87jgk1jzeowclp,52678.0,[42],[45],[20635],[27085],1,1,1,"Watch a few times, make sure i have all the facts",,223,2021-11-29 12:53:21.305086,1,,"['animate', 'moral']",1,42,1,45,animate,moral
201,210,5afde9de3eb22c00019bb6e3,gnxb35kbzfrtpsq,48279.0,[81],"[78, 81]",[17538],"[32867, 35546]",1,1,1,Pink's actions,,221,2021-11-29 12:51:43.543461,1,,"['animate', 'moral']",1,81,2,81,animate,moral
202,211,60fdc806eacd670ff98231f1,solpgphvc5xmnsq,37253.0,[100],[100],[17309.299999952316],[19525.400000095367],1,1,1,what i read and what i saw,None,224,2021-11-29 12:53:51.711230,1,,"['animate', 'moral']",1,100,1,100,animate,moral
203,212,5d2a2d08ec09020018360c02,lo8p6fomm4uq03e,38673.0,[100],[0],[17364.400000000373],[21959.200000000186],1,1,1,what i saw,,227,2021-11-29 12:54:39.576242,1,,"['animate', 'moral']",1,100,1,0,animate,moral
204,213,60af93df5b5879e922923c41,31w5axwu2g2m1vs,72916.0,[100],[100],[22140.70000001788],[29348.80000001192],1,1,1,I tried to remain objective and work with the information presented in the video clips as honestly as possible,The task was simple and I did not experience any technical difficulties,226,2021-11-29 12:54:32.252290,1,,"['animate', 'moral']",1,100,1,100,animate,moral
205,215,6061e7b060a94ad7bcabc3a5,o5vopdd7cg3t55o,53485.0,[82],"[39, 23]",[19878],"[25272.000000000007, 29339.000000000007]",1,1,1,The fact that pink knocked green into the tower,No technical difficulties,231,2021-11-29 12:55:43.726722,1,,"['animate', 'moral']",1,82,2,23,animate,moral
206,216,5fd133fc694ea30caa753f3f,vdzgv0nh95loayq,62797.0,[59],[67],[33725.19999999553],[37449.59999999404],1,1,1,looking at the balls,no. none at all.,229,2021-11-29 12:55:37.055371,1,,"['animate', 'moral']",1,59,1,67,animate,moral
207,217,5ca231bf6a488a00011ae9cb,owmnjgghtsn82sk,26700.0,[56],[68],[13777.10000038147],[15184.5],1,1,1,Which colour ball caused the tower to fall. If it was possible for pink to stop green from knocking the tower over,No technical issues,230,2021-11-29 12:55:39.907305,1,,"['animate', 'moral']",1,56,1,68,animate,moral
208,218,60d8f55069aaf39b7c14ad19,uzvtx22zon792s0,54181.0,[59],[59],[28257],[31828.000000000007],1,1,1,The speed and movement of the balls,nothing strange or out of the ordinary,232,2021-11-29 12:56:04.853320,1,,"['animate', 'moral']",1,59,1,59,animate,moral
209,219,602044c8c8de0361eee66834,u5fttp21slh0vm7,132557.0,[28],[73],[67471.19999999995],[70087.30000000005],1,1,1,"green was heading towards the tower anyway, pink just made it happen sooner ",,222,2021-11-29 12:52:27.709592,1,,"['animate', 'moral']",1,28,1,73,animate,moral
210,220,610af4e2f955f1ab5c2fccba,na8or629nqf9rcr,68885.0,[86],"[53, 68, 30, 27]",[50165],"[21112.80000001192, 30045.700000047684, 38632.90000003576, 52932.30000001192]",1,1,1,The factors I took into play was that Pink's job was supposed to protect the tower and instead Pink hit Green which knocked over the tower. was to ,No difficulties,233,2021-11-29 12:56:43.102063,1,,"['animate', 'moral']",1,86,4,27,animate,moral
211,222,60fc81b147440ec6ce5ebca4,ha3xjvl2665o151,37226.0,"[55, 55]",[70],"[16477.700000001118, 21654.800000000745]",[20675.60000000149],1,1,1,"The pink ball was supposed to protect the tower, but it eventually caused green to knock it over. However, green was already on target to knock it over, so it wasn't completely pink's fault.",Everything went great!,239,2021-11-29 12:58:37.348265,1,,"['animate', 'moral']",2,55,1,70,animate,moral
212,224,5f984a1468d96a0e4f60cd36,8kz07xte2qdt6fz,82900.0,[80],"[51, 21]",[39087.59999990463],"[44580.199999809265, 50267.199999809265]",1,1,1,The information given in the text as well as what was seen in the videos.,,238,2021-11-29 12:58:08.415666,1,,"['animate', 'moral']",1,80,2,21,animate,moral
213,225,5e52ba5431127d2e13d5c882,tek9zo4zh988dkj,49464.0,[100],[0],[13837.5],[29827.899999976158],1,1,1,I treated the balls as people,,234,2021-11-29 12:57:34.407475,1,,"['animate', 'moral']",1,100,1,0,animate,moral
214,227,5d36af6e889109001ae67e23,yo5mr056terbyto,35190.0,[55],[29],[17160.90000000596],[19449.90000000596],1,1,1,I considered the visual representation I had just viewed,thanks!,242,2021-11-29 12:59:09.090286,1,,"['animate', 'moral']",1,55,1,29,animate,moral
215,228,60da7d848d3fd85cfde5dd00,xxpqyg1rd29ep82,32858.0,[100],[0],[16294.80000000447],[20264.70000000298],1,1,1,Green was stopping while pink was accelerating.,No problems.,244,2021-11-29 12:59:16.687765,1,,"['animate', 'moral']",1,100,1,0,animate,moral
216,229,60cd0ca27459afeb46a86b69,uorac1754dgx5q5,41681.0,[100],"[76, 76]",[28590.20000000298],"[19791.30000001192, 30105.5]",1,1,1,"I considered the fact that the pink ball hit the green ball, causing it to collide with the tower",,235,2021-11-29 12:57:38.759374,1,,"['animate', 'moral']",1,100,2,76,animate,moral
217,230,60be5cb81de91fc787d3c59c,o9qdrdv97ssb940,60554.0,"[96, 100]",[0],"[15036.800000011921, 17093.20000001788]",[24878.30000001192],1,1,1,The movement of the balls,No difficulties - made sense,243,2021-11-29 12:59:14.811204,1,,"['animate', 'moral']",2,100,1,0,animate,moral
218,231,60fd321fe6295f528962da84,vqswg9atb7za9x8,30879.0,"[56, 65]",[81],"[11572.899999999907, 16282.800000000047]",[14327.899999999907],1,1,1,"The pink ball held more responsibility and did appear to collide with the green ball, potentially causing it to accelerate, yet it was ultimately the green that made the collision",No,240,2021-11-29 12:58:50.387656,1,,"['animate', 'moral']",2,65,1,81,animate,moral
219,232,61143c46fbc05c36939dce2d,qfsjmdb8w35vx5z,35951.0,[0],[100],[17443.100000023842],[20330.700000047684],1,1,1,what why and how,No complaints,248,2021-11-29 12:59:44.846012,1,,"['animate', 'moral']",1,0,1,100,animate,moral
220,233,55cf7e8b34e906000ee56498,mtvh9wbn0oeof7z,37405.0,"[54, 56]",[63],"[15814.700000017881, 20049]",[18415.40000000596],1,1,1,"what happened prior to the tower falling, who was responsible",it was fine thank you,236,2021-11-29 12:57:53.027291,1,,"['animate', 'moral']",2,56,1,63,animate,moral
221,234,60dca45abca3eb229bafdedf,n298hhb1qo060sk,65785.0,"[1, 51]",[100],"[19607, 39019]",[49423.00000000001],1,1,1,proof,,249,2021-11-29 12:59:45.934573,1,,"['animate', 'moral']",2,51,1,100,animate,moral
222,236,5c2ebf3e626018000134986f,dtyg0etywptj1vr,46047.0,[63],[56],[27400.399999976158],[30549.399999976158],1,1,1,The personality of both balls,"there was no slide bar on the first video, was this right?",245,2021-11-29 12:59:28.468563,1,,"['animate', 'moral']",1,63,1,56,animate,moral
223,237,6146ffb5ad445e0ab13ffcd7,3trqld0o3hhu8es,61066.0,[97],[30],[22179.10000014305],[24604.200000047684],1,1,1,pink pushed green into the tower,easy and straight forward to use,251,2021-11-29 13:00:06.686461,1,,"['animate', 'moral']",1,97,1,30,animate,moral
224,238,612d68e3c29fe8ce86a5d841,6c2wcslu3j5alb6,55083.0,"[62, 71]",[58],"[28776.000000000007, 29548]",[34193],1,1,1,I considered that fact that pink bumped into green therefore making green increase in speed.  Green was already going fast so green also took some responsibility but may have been able to come to a stop if pink had not run into green. ,no technical difficulties.  It was fun to take this survey. ,250,2021-11-29 13:00:06.630811,1,,"['animate', 'moral']",2,71,1,58,animate,moral
225,239,5b101f7830d562000155a139,o0q6flfh4wxbqbt,61342.0,[60],[96],[20647.19999998808],[27331.600000023842],1,1,1,"I considered how much of an impact pink made with green just before green collided with the tower. I think green may have collided with the tower anyway, but pink pushing green forward definitely contributed a bit.",I had no difficulties or problems.,253,2021-11-29 13:00:17.559675,1,,"['animate', 'moral']",1,60,1,96,animate,moral
226,240,5c48a6ba30525a000103c068,jzscb18v3bt8oy1,44149.0,[57],[62],[16963.70000000298],[19161.60000000149],1,1,1,"I considered the instructions i was given, and the speed and direction of both balls in the video where the tower is knocked down",,256,2021-11-29 13:00:48.234030,1,,"['animate', 'moral']",1,57,1,62,animate,moral
227,241,5fa685105ff13f2b95e14fc9,zlmjd4xyx57g6jo,52567.0,[1],[95],[19106],[25230.10000000894],1,1,1,I tried to see if Pink had bumped into Green and made him knock the tower down.,No,255,2021-11-29 13:00:45.556288,1,,"['animate', 'moral']",1,1,1,95,animate,moral
228,243,5701793b917228000f8dc974,bgmhvxdpto6lkgq,44594.0,[58],[57],[13818.099999904633],[17468.699999928474],1,0,0,,,247,2021-11-29 12:59:43.889672,1,,"['animate', 'moral']",1,58,1,57,animate,moral
229,245,5701793b917228000f8dc974,bgmhvxdpto6lkgq,29929.0,[59],[43],[12869.799999952316],[15871.799999952316],1,1,1,"I watched them caefully and decided that pink collided with green, causing green to knock the tower over","The instructions were a bit vgue, and the introduction states that this task will take less than an hour, which is quite concerning as the initial invitation said it would take 6 minutes. ",247,2021-11-29 12:59:43.889672,1,,"['animate', 'moral']",1,59,1,43,animate,moral
230,246,60932c952a50baf0b6614af9,cqzcsmn6t0rs58u,108850.0,[72],[65],[58146.30000001192],[61240],1,1,1,"While Green was the ball which ran towards the tower and knocked it down, it was also slowing down before it hit it, so it was Pink knocking into Green that made it go fast enough to knock the tower over. ",It went fine. I liked the little videos. ,254,2021-11-29 13:00:38.641084,1,,"['animate', 'moral']",1,72,1,65,animate,moral
231,247,5c76474e3348af00159191e4,b0r90ax6pz6qfrp,37398.0,[83],"[86, 100]",[14293.200000017881],"[19093, 20451.80000001192]",1,1,1,Pink was supposed to protect and didnt ,I was unsure of the word animate.,257,2021-11-29 13:00:56.919119,1,,"['animate', 'moral']",1,83,2,100,animate,moral
232,249,5b86f3cb5470830001b74bbc,g6lr6kttf1xtkmd,82207.0,[68],[38],[35692.799999999814],[43340.19999999972],1,1,1,I considered how the pink ball knocked the green ball into the tower which contributed in the tower falling. ,no,259,2021-11-29 13:01:21.706993,1,,"['animate', 'moral']",1,68,1,38,animate,moral
233,250,5e36f262185582000ae281b4,g66nl8adxnuos1n,76333.0,[100],[13],[23590.299999952316],[43501],1,1,1,read the text and re-watched the video,,261,2021-11-29 13:01:28.815651,1,,"['animate', 'moral']",1,100,1,13,animate,moral
234,251,5e7de19084be86013c19c6c9,utpy8ebavoz3ey7,48578.0,[78],[78],[17825],[30360],1,1,1,"PinPink and green are both responsible. Pink was too close to green , but green also has to be aware of the situation",,270,2021-11-29 13:02:09.439128,1,,"['animate', 'moral']",1,78,1,78,animate,moral
235,252,60fd901d73518b2c8453e4d6,eyl84tmagdtsbwy,49924.0,[85],[54],[28484],[30824.90000000596],1,1,1,how pink influenced green,no feedback,271,2021-11-29 13:02:11.304528,1,,"['animate', 'moral']",1,85,1,54,animate,moral
236,253,5d3f5b4e738a5b001795f529,wqwbwbtykaqnp46,54888.0,"[50, 100]",[24],"[17881.400000000373, 29027.900000000373]",[32789.800000000745],1,1,1,"I considered who hit the tower first, which ball made the first move ",No technical difficulties ,267,2021-11-29 13:02:00.996015,1,,"['animate', 'moral']",2,100,1,24,animate,moral
237,254,6111560ecba47c2bcc89a17e,bg1nsng3xq2wv3y,29553.0,[75],[75],[16364.599999904633],[17133.099999904633],1,1,1,If pink was protecting the towers,"It was a little odd, but I assume it was just perception ",263,2021-11-29 13:01:37.238467,1,,"['animate', 'moral']",1,75,1,75,animate,moral
238,255,5dfa9ce27dd4777fa9cd85f6,wx4xxsv8cw0ps4t,52679.0,[73],[73],[18270.39999999851],[24274.79999999702],1,1,1,I considered all of the information I was provided with along with what i observed,"It was an odd task, there were no difficulties though",273,2021-11-29 13:02:27.884996,1,,"['animate', 'moral']",1,73,1,73,animate,moral
239,257,5e1a94c4913e523023aed941,x3mvudt5whwwte1,35989.0,[79],[38],[15358.899999976158],[18247.300000071526],1,1,1,I just went by what I saw,,279,2021-11-29 13:02:47.155271,1,,"['animate', 'moral']",1,79,1,38,animate,moral
240,258,5ee29028fb6eba3d81ebf0f9,md4ylqlycb9votv,29974.0,[64],[37],[16028.000000000004],[16890],1,1,1,I factored in the speed the balls were moving and the lack of changing directions of either of the balls.,No technical difficulties and task was straightforward.,268,2021-11-29 13:02:01.326472,1,,"['animate', 'moral']",1,64,1,37,animate,moral
241,259,60ff33ae5d20226b12adc61c,57vd2pcybha1e1g,43168.0,[23],[80],[17171],[18904],1,1,1,I considered what each duty of the balls were.,,281,2021-11-29 13:02:52.924400,1,,"['animate', 'moral']",1,23,1,80,animate,moral
242,260,61259b6ad1810eb9bae8f63a,e6zthhnm2w4aktd,53619.0,[76],[42],[21889],[26166],1,1,1,"Although green appeared to be headed for disaster, Pink definitely pushed green to the point of inability to stop",no,277,2021-11-29 13:02:42.932000,1,,"['animate', 'moral']",1,76,1,42,animate,moral
243,263,5d6ebbf926b44400175f445a,bbcayaehma2gfq0,91421.0,[5],"[43, 68, 70, 86, 99]",[43394],"[42561, 49344, 49816, 50651, 51667.000000000015]",1,1,1,I considered what happened in the video the speed that each ball was travelling as to the effect it had on the tower.,,272,2021-11-29 13:02:18.572636,1,,"['animate', 'moral']",1,5,5,99,animate,moral
244,264,60956e12b5208f75e6be1721,tqerp8du690y9dy,41550.0,[72],"[68, 72]",[17207.899999976158],"[21241.600000023842, 23001.199999928474]",1,1,1,"speed of each ball, direction etc",,284,2021-11-29 13:03:11.923166,1,,"['animate', 'moral']",1,72,2,72,animate,moral
245,265,5f7e700665a5f514520a6f80,vzpogqtq1z8hnud,134668.0,"[56, 56]",[48],"[66455.30000000075, 74916.19999999925]",[82089.19999999925],1,1,1,"I tracked the movement of the balls, the pace, the distance maintained and the intention of each movement.","No, the task ran smoothly.",264,2021-11-29 13:01:39.658821,1,,"['animate', 'moral']",2,56,1,48,animate,moral
246,266,61072832734b7e60ed3226d8,lepo38645bxz597,28465.0,[84],[10],[13045.439999550581],[14801.835000514984],1,1,1,Just from watching the video and the movement of the balls,,269,2021-11-29 13:02:03.110910,1,,"['animate', 'moral']",1,84,1,10,animate,moral
247,267,5ee64252913fac39b5b23f5d,7z1t8ux034dn099,87728.0,"[68, 75]",[87],"[27520.300000190735, 39847]",[42240.200000047684],1,1,1,"speed of green, aim of green, aim of pink, job of pink",all straight forward,278,2021-11-29 13:02:45.650180,1,,"['animate', 'moral']",2,75,1,87,animate,moral
248,268,607132b2f83c182c8800f69a,n6az2ny4jwkbdqt,39709.0,[35],[79],[18561.900000000373],[20840.900000000373],1,1,1,how well pink protected or stayed close to the building,no difficulties experienced,287,2021-11-29 13:03:34.786183,1,,"['animate', 'moral']",1,35,1,79,animate,moral
249,269,57843b986475d400015a8e45,w0heqr417pgdlco,39623.0,[100],[0],[15238],[18782.099999999627],1,1,1,I watched the video and answered based on observations,,288,2021-11-29 13:03:39.206189,1,,"['animate', 'moral']",1,100,1,0,animate,moral
250,270,5e6f7676374f5b52f0c7ec6d,r19uw0273p49l54,29358.0,[78],[56],[16992.800000190735],[18069.400000095367],1,1,1,video,,283,2021-11-29 13:03:11.298572,1,,"['animate', 'moral']",1,78,1,56,animate,moral
251,272,5bee2c1fc998f000011f8095,uffh03lx9aewcm2,27943.0,[27],[75],[13059],[14857],1,1,1,"who hit the tower, how close green was to the tower and its speed when pink hit it",,274,2021-11-29 13:02:28.118269,1,,"['animate', 'moral']",1,27,1,75,animate,moral
252,275,6038f1967ebc2732a7d48e04,hx9qcpoplm1eq1n,55446.0,"[33, 58]",[40],"[26882.099999904633, 36763.799999952316]",[38214],1,1,1,If the tower would have collapsed anyway due to green. Who influenced the outcome the most. ,,294,2021-11-29 13:04:03.950754,1,,"['animate', 'moral']",2,58,1,40,animate,moral
253,276,5e1b307333e83535d72af1e5,sfsmyau2dkp6gbp,43913.0,[100],[0],[21065.099999997765],[22535.39999999851],1,1,1,If Pink played a roll in the tower falling down.,,296,2021-11-29 13:04:19.872888,1,,"['animate', 'moral']",1,100,1,0,animate,moral
254,277,6158db93315bea523c3b5fcc,dlyjpdlgoo6rp3f,36577.0,[71],[69],[17356],[19025],1,1,1,who hit the tower  and why,,297,2021-11-29 13:04:28.139932,1,,"['animate', 'moral']",1,71,1,69,animate,moral
255,278,60e63b8f4506d1b524d93542,gxzx5zcq54y07d7,27316.0,[39],[65],[12550.699999999255],[13506.599999999627],1,1,1,"I considered how pink moved when green shifted positions and also that it was designated as the protector. Therefor, I presumed pink was chasing green and green was directing itself into the tower.Pink failed to protect the tower. but did not directly cause it to fall down.",Asking about animate vs inanimate was a weird checkpoint. ,282,2021-11-29 13:03:10.689242,1,,"['animate', 'moral']",1,39,1,65,animate,moral
256,279,60b7ed35fdba3e674240d09a,a7z498y731kspr7,216106.0,"[78, 85]","[60, 61, 75]","[29189.39999985695, 48866.299999952316]","[32228.099999904633, 33708.200000047684, 51336.09999990463]",1,1,1,I considered Pink's involvement in making the tower fall,No technical difficulties.,262,2021-11-29 13:01:29.337456,1,,"['animate', 'moral']",2,85,3,75,animate,moral
257,280,61149eceb3a1c5209f41e7e8,jdhmwyv0am80cnk,81530.0,"[74, 74]",[7],"[59276, 59569]",[32557],1,1,1,the description given and the actions taken place.,it was pretty cool there was nothing strange or no problems,293,2021-11-29 13:04:01.910396,1,,"['animate', 'moral']",2,74,1,7,animate,moral
258,281,5ff6c57463af76282ac64916,q1426hr7hvfx04w,29300.0,[82],[41],[14137.299999999814],[16365.5],1,1,1,the fact that pink was supposed to protect but actually bumped green into the tower,no,286,2021-11-29 13:03:24.015552,1,,"['animate', 'moral']",1,82,1,41,animate,moral
259,282,5f2f0ace37658a2e315c4875,e76cbvf85jmpphz,35474.0,[85],"[84, 78]",[14441],"[18289, 19367.299999952316]",1,1,1,what i was told at the beginning and what i observed in the video,no technical difficulties. It was a little strange but not confusing,280,2021-11-29 13:02:51.211256,1,,"['animate', 'moral']",1,85,2,78,animate,moral
260,283,60c86bd54fea02d7a6d83436,nkk5f4g9ele42p8,84758.0,"[1, 85, 3]",[90],"[20222.79999999702, 39558.099999997765, 42726]",[44894.699999999255],1,1,1,I considered who actually hit the tower and caused it to collide rather than the fact that pink pushed the green ball into the tower.,NA,292,2021-11-29 13:03:56.448483,1,,"['animate', 'moral']",3,3,1,90,animate,moral
261,285,61484b1caba5f192dfd4b547,jemjhalj40rchjx,121922.0,[55],[95],[34636.5],[39856.300000000745],1,1,1,watching and reading the statement on what balls did what ,no issues and not strange or confusing ,289,2021-11-29 13:03:39.554531,1,,"['animate', 'moral']",1,55,1,95,animate,moral
262,286,5a5c0728ac5624000153f533,5ohguywg5yh6wzk,56006.0,[69],[29],[16586.099999964237],[20106.19999998808],1,1,1,i just watched and observed and used my video game knowledge to help my decision,it was fine,300,2021-11-29 13:05:01.195757,1,,"['animate', 'moral']",1,69,1,29,animate,moral
263,287,6173a7aa2d3f11e56d9f96f2,7go99n0gfydk1cr,64085.0,[76],[18],[31673.300000190735],[34370.300000190735],1,1,1,"Watched the clips a few times each, focussing on each colour in turn ",,290,2021-11-29 13:03:44.467648,1,,"['animate', 'moral']",1,76,1,18,animate,moral
264,288,5f36ba6cdd65440d45d9a54b,02hck0uqfc7rtjc,33889.0,[100],[69],[14019.600000023842],[16283.700000047684],1,1,1,the protection afforded by pink,the animate inanimate question I thought was a little strange,295,2021-11-29 13:04:09.636651,1,,"['animate', 'moral']",1,100,1,69,animate,moral
265,289,5a1d9acffe645f0001ea09e9,70sln5d68wklz27,39294.0,[73],[44],[16382.90000000596],[19008.5],1,1,1,I considered the speed of both balls and also how it looked as though the green ball was slowing down,"No, all good",305,2021-11-29 13:05:59.272572,1,,"['animate', 'moral']",1,73,1,44,animate,moral
266,291,6171a40fa78f30bce9262352,y5nms2wevum87wx,37551.0,"[92, 0, 6, 18]","[4, 100]","[13503.29999999702, 19385.09999999404, 20853.20000000298, 21839.59999999404]","[15021.29999999702, 22781.20000000298]",1,1,1,Who hit the tower first,,307,2021-11-29 13:06:11.080460,1,,"['animate', 'moral']",4,18,2,100,animate,moral
267,292,613cb18edb7eb18d77d8d1e1,ghr5evq0aro36a1,48999.0,[32],"[72, 87]",[16642.40000000596],"[18431.09999999404, 20660.69999998808]",1,1,1,I judged it just on what was shown to me. Green was the aggressor.,I thought that the questions asked were rather odd. It seems like just one possible answer from the video.,306,2021-11-29 13:06:05.625834,1,,"['animate', 'moral']",1,32,2,87,animate,moral
268,295,5b68c9eb87af310001584803,5bytgqey6mje64k,115844.0,[4],[97],[44845.69999998808],[73965],1,1,1,Watching the video and paying attention,none,301,2021-11-29 13:05:21.838785,1,,"['animate', 'moral']",1,4,1,97,animate,moral
269,296,5cf15ba06626720016e91e43,ygk16wrqxnndrtq,40157.0,"[24, 8]",[97],"[17016.299999952316, 22363.199999928474]",[19331.5],1,1,1,what colour ball went into the tower first ,no,310,2021-11-29 13:06:50.254044,1,,"['animate', 'moral']",2,8,1,97,animate,moral
270,297,6159b2c05695adb2097e50a2,zh2co5jxee8wwz3,45027.0,[0],[100],[17502],[20855],1,1,1,watched what the balls did,there only seemed to be one vdeo which was slightly disarming,304,2021-11-29 13:05:41.402206,1,,"['animate', 'moral']",1,0,1,100,animate,moral
