,id,prolificID,jspsychID,time_elapse,cause_agent,cause_patient,cause_agent_rt,cause_patient_rt,anim_check,tower_check,agent_check,sub_feedback1,sub_feedback2,subject_id,id,date,prolificID,jspsychID,completion,compelete_time,exp_cond
407,411,6053481988ab695c25edb4d9,6odw182rqkd80cq,58301.0,[62],[46],[37322.200000047684],[38592.40000009537],1,1,1,Movement/behavior of the balls.,No technical difficulties experienced.,397,397,2021-11-29 14:01:35.779315,6053481988ab695c25edb4d9,6odw182rqkd80cq,1,,animate_rational
409,413,542bbe97fdf99b324f7632af,hk5t2hys8sqla44,27770.0,[66],[38],[14528.5],[16140.5],1,1,1,what the balls were doing,none,412,412,2021-11-29 14:04:57.559846,542bbe97fdf99b324f7632af,hk5t2hys8sqla44,1,,animate_rational
411,415,60e8ad0e2e8fae133933706e,hhyo0coldptge6w,42005.0,[1],[99],[19056.09999999404],[21278.80000001192],1,1,1,watched the video to observe the facts,None,414,414,2021-11-29 14:05:58.491787,60e8ad0e2e8fae133933706e,hhyo0coldptge6w,1,,animate_rational
412,416,5accdb2bbf2ab00001aa819c,ez6cqhq3ns32j7j,39652.0,[0],[100],[17270.59999999404],[20722.09999999404],1,1,1,That green clearly wanted to defend his tower from pink,no,415,415,2021-11-29 14:06:07.333842,5accdb2bbf2ab00001aa819c,ez6cqhq3ns32j7j,1,,animate_rational
413,417,5cf7df5a8e098100184cbf43,7vjuqvxo0r6twbv,34335.0,"[15, 9]",[91],"[13998.400000095367, 18535.099999904633]",[15694.099999904633],1,1,1,,,419,419,2021-11-29 14:06:58.124925,5cf7df5a8e098100184cbf43,7vjuqvxo0r6twbv,1,,animate_rational
415,419,596cf4aae2a6a700014cade1,uj2ruzd86kb1yzd,29417.0,"[82, 84]",[12],"[13036.299999952316, 13327.5]",[14581.700000047684],1,1,1,The green ball pushed the pink one as it was slowing down,"The balls did not appear to be alive in the conventional sense, so I thought they were inanimate",413,413,2021-11-29 14:05:35.055082,596cf4aae2a6a700014cade1,uj2ruzd86kb1yzd,1,,animate_rational
416,420,5eec2a9e7a37003e4fb8ca27,8d35yzo6ol2kj4f,68068.0,[66],[60],[36967.699999999255],[41493.5],1,1,1,I just thought about the scene and how I interpreted what was happening.,"The only thing is that at first I didn't see the Continue bottom at the bottom of the screen and had to scroll down, but that's mainly because my screen didn't fit the whole page.",418,418,2021-11-29 14:06:34.966823,5eec2a9e7a37003e4fb8ca27,8d35yzo6ol2kj4f,1,,animate_rational
417,421,5a5c871aac5624000153f89e,cpddlydbf1gc2uu,58644.0,[82],[65],[25932.29999998212],[29528.5],1,1,1,The pink was heading for the tower anyway so would have caused it to topple I think but the green ran into it with force so probably made it happen quicker and harder,Nothing,422,422,2021-11-29 14:07:24.804538,5a5c871aac5624000153f89e,cpddlydbf1gc2uu,1,,animate_rational
418,422,60f56675b316a808e049e88c,ulsk6lq07em9lb9,72232.0,"[51, 100, 93, 88, 84]","[78, 100, 100, 100]","[29850.399999976158, 35513.89999997616, 42690, 43121.799999952316, 44633.89999997616]","[31778.099999964237, 36570.19999998808, 46770.5, 47098]",1,1,1,I just watched each video multiple times so I fully understood what occurs in each video,"No, I had no technical difficulties, however the white font on the black background really hurt my eyes to look at for some reason, so reading the terms and conditions at the beginning was quite difficult. I would recommend black bolder text on a white background",420,420,2021-11-29 14:07:06.168583,60f56675b316a808e049e88c,ulsk6lq07em9lb9,1,,animate_rational
419,423,5d75dff2b0b21000167a7336,0db9fm4tl2g63sb,34027.0,[20],[77],[15208],[20448],1,1,1,The actions of the balls.,"No, it was quite straightforward.",416,416,2021-11-29 14:06:08.133484,5d75dff2b0b21000167a7336,0db9fm4tl2g63sb,1,,animate_rational
420,424,5b02be25c66dc6000197f3e1,hx8d8sjfv5bychk,82433.0,[67],[55],[37302],[42313],1,1,1,considering the factors involved,It all worked well and was interesting ,421,421,2021-11-29 14:07:12.689266,5b02be25c66dc6000197f3e1,hx8d8sjfv5bychk,1,,animate_rational
421,425,5a78ca07b093f80001a764f6,ydt3arnwaxl7uux,36978.0,"[71, 61]",[93],"[16581.799999952316, 20192]",[19152.39999985695],1,1,1,"Whether green could have prevented pink from destroying the tower, and whether pink seemed to be running from green or purposefully destroyed the tower. ",Nothing out of the ordinary happened. ,423,423,2021-11-29 14:08:16.054121,5a78ca07b093f80001a764f6,ydt3arnwaxl7uux,1,,animate_rational
423,427,5eff87174a1b58060bb4f060,6ykyyzcx1brsd8e,38945.0,"[85, 100]","[1, 0]","[15637.200000001118, 20062]","[18226, 21581.300000000745]",1,1,1,"I made the judgement by watching the video and being focused on what each ball was trying to do. Green was obviously a A type personality, somewhat more aggressive and the pink ball. ",This was an easy and cool task to complete.,424,424,2021-11-29 14:08:38.776941,5eff87174a1b58060bb4f060,6ykyyzcx1brsd8e,1,,animate_rational
424,428,617138c143ca41dbba3ae422,w8hv0awbz2dsp6r,57195.0,"[45, 39, 31]",[100],"[27113.100000023842, 34434.199999928474, 37805.89999997616]",[30851.100000023842],1,1,1,well it was clear greenwas trying to protect the tower ,no not confusing or difficult ,426,426,2021-11-29 14:08:42.530129,617138c143ca41dbba3ae422,w8hv0awbz2dsp6r,1,,animate_rational
425,429,5f03e4a77df42060e6b3dd13,w6v7qorao9pmxso,38615.0,[1],[99],[16657.80000001192],[19480.899999976158],1,1,1,just watched them and used simple thought,"all good, thanks",431,431,2021-11-29 14:09:08.319572,5f03e4a77df42060e6b3dd13,w6v7qorao9pmxso,1,,animate_rational
426,430,61669470f5b0ca217ad13cad,fs2cx0yzh96lrqo,46471.0,[0],[100],[17670],[19880.30000001192],1,1,1,"Although Green hit Purple, knocking it into the tower at a faster velocity, Purple still caused it to fall as it would have done without any involvement from Green.",The task was easy to complete.,430,430,2021-11-29 14:09:03.382452,61669470f5b0ca217ad13cad,fs2cx0yzh96lrqo,1,,animate_rational
427,431,5c92f797803bff0017fef8dd,ljb2nal1n7z69pc,27472.0,[68],[71],[11282.400000095367],[13236.200000047684],1,1,1,I used the actions of the balls to judge,I did not experience any technical difficulties,425,425,2021-11-29 14:08:39.641204,5c92f797803bff0017fef8dd,ljb2nal1n7z69pc,1,,animate_rational
428,432,5f9b55451915e6376769bf96,tyhuapaerc0rmn5,54120.0,"[32, 7]",[92],"[18018.900000095367, 24616.799999952316]",[21108.900000095367],1,1,1,Just what I saw.,No technical difficulties and the task was straight forward.,427,427,2021-11-29 14:08:57.263091,5f9b55451915e6376769bf96,tyhuapaerc0rmn5,1,,animate_rational
429,433,5ea5c3ee8149d3055e8d0810,qjtq4t5r3vye1yn,55826.0,"[32, 32, 40, 44]","[57, 64]","[20822.399999976158, 27282.899999976158, 28315.199999928474, 29730.899999976158]","[31539.299999952316, 34846.699999928474]",1,1,1,I judged the video using the events in the video. The text also helped me. ,No,432,432,2021-11-29 14:09:09.457315,5ea5c3ee8149d3055e8d0810,qjtq4t5r3vye1yn,1,,animate_rational
431,435,5ea56bafa980d254e9043904,gsoz3hr1ft1tr2y,85667.0,[92],[58],[32593.999999999993],[38323.99999999999],1,1,1,Just simply watched and answered accordingly ,,428,428,2021-11-29 14:08:58.751304,5ea56bafa980d254e9043904,gsoz3hr1ft1tr2y,1,,animate_rational
432,436,5acd63a20527ba0001c28078,2lrg3mkbhm22r3r,62440.0,[69],[35],[31425.800000190735],[33871.90000009537],1,1,1,watching them,none,434,434,2021-11-29 14:09:34.047989,5acd63a20527ba0001c28078,2lrg3mkbhm22r3r,1,,animate_rational
434,438,5f8038ceefbc9f02632dce3c,1sg9u5eneob0jxy,61523.0,[0],[100],[27496.899999976158],[31856.099999904633],1,1,1,logic ,no,435,435,2021-11-29 14:09:41.443970,5f8038ceefbc9f02632dce3c,1sg9u5eneob0jxy,1,,animate_rational
435,439,5b904cf4a69de1000114e04c,f6ot0kuzxgcbax3,59786.0,[74],"[74, 52, 55]",[26848],"[33350, 38568, 39471]",1,1,1,Whether Pink was likely to hit the tower before intervention.,,437,437,2021-11-29 14:10:04.024202,5b904cf4a69de1000114e04c,f6ot0kuzxgcbax3,1,,animate_rational
436,440,5eeb9854ef20d70e582acebd,vepmdq55h11u6rj,50288.0,[22],[100],[15065],[18025],1,1,1,Whether the tower would have fallen anyway without Green's intervention,,429,429,2021-11-29 14:08:59.782470,5eeb9854ef20d70e582acebd,vepmdq55h11u6rj,1,,animate_rational
437,441,5758a211cb13810006479a0d,8ryar5nz8kz0zp1,47854.0,"[20, 11]",[100],"[15908.100000023842, 17572.100000023842]",[19796],1,1,1,"If green would not have been ""chasing"" pink, would pink have still toppled the tower? Maybe not, but probably so.",no problems at all,438,438,2021-11-29 14:10:25.108832,5758a211cb13810006479a0d,8ryar5nz8kz0zp1,1,,animate_rational
438,442,5cc7050c3c503e001aa6249f,h1b6gst6we6z851,34582.0,"[11, 0]",[100],"[14441.299999952316, 16495.5]",[17725.799999952316],1,1,1,I saw that green was fixing the tower in the first video and in the second video pink was rushing to knock it over while green chased,,440,440,2021-11-29 14:10:51.342416,5cc7050c3c503e001aa6249f,h1b6gst6we6z851,1,,animate_rational
439,443,5d102402903d45000151ca7a,ewn2hvsqx2sovkn,45488.0,[0],[100],[19842],[23239],1,1,1,What the physics was and how much you wanted me to think the balls were alive.,Calling balls animate is odd. They're not but I guess this is not based on reality.,433,433,2021-11-29 14:09:12.427650,5d102402903d45000151ca7a,ewn2hvsqx2sovkn,1,,animate_rational
440,444,610737f2bfe377758a006dbc,16zleznme2lmylh,42379.0,"[55, 58]",[63],"[20648.700000047684, 25238.60000014305]",[23854.60000014305],1,1,1,The speed and intentionality of the balls in the video,This task was easy to accomplish,441,441,2021-11-29 14:11:00.343264,610737f2bfe377758a006dbc,16zleznme2lmylh,1,,animate_rational
441,445,5ec587c104069759a3cbb1bb,ykatptzz5206qh0,148448.0,[64],[39],[56618.799999952316],[123996.09999990463],1,1,1,I compared it to driving to be honest ,Have a nice day :) ,436,436,2021-11-29 14:09:56.390689,5ec587c104069759a3cbb1bb,ykatptzz5206qh0,1,,animate_rational
442,446,614e13ae931655597ae9f36a,m039j6t8hmbjq5e,95879.0,[100],[0],[24295.399999999907],[30492.899999999907],1,1,1,To observe that Green is trying to protect the tower,none,439,439,2021-11-29 14:10:46.892109,614e13ae931655597ae9f36a,m039j6t8hmbjq5e,1,,animate_rational
443,447,5eeaae9d8b89801ce94dc448,ufalae27fzy56n9,40287.0,[68],[55],[18131.5],[22325.300000190735],1,1,1,"Actions, mostly.",Nope.,442,442,2021-11-29 14:11:44.082071,5eeaae9d8b89801ce94dc448,ufalae27fzy56n9,1,,animate_rational
444,448,5d9bc269f371b8028c8f52b9,vrc209uwfev8fpr,52624.0,[0],[100],[17870.20000000298],[31970.09999999404],1,1,1,I considered the role of Green and Pink when evaluating the video. It seemed like Pink was ready to strike.,I did not experience any technical difficulties: everything was clear.,443,443,2021-11-29 14:12:33.575551,5d9bc269f371b8028c8f52b9,vrc209uwfev8fpr,1,,animate_rational
445,449,5cd813aca9a8c4001963a0aa,m9z3wxumuefac20,80278.0,[26],[85],[18989.900000000373],[20904.400000000373],1,1,1,The movement and speed of the balls. Also the intent,Interesting Study,444,444,2021-11-29 14:12:41.151673,5cd813aca9a8c4001963a0aa,m9z3wxumuefac20,1,,animate_rational
